track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min;
6aJn7Cst74cj4lNIiPRgav,Touch,1,86,False,KATSEYE,83,5285995,k-pop,1hjqg3TuQ2YqooaPhxHwdv,Touch,2024-07-26,1,single,2.16
7tI8dRuH2Yc6RuoTjxo4dU,Who,6,86,False,Jimin,79,10841227,k-pop,15XcLhiVMlSOipUddTNDnr,MUSE,2024-07-19,7,album,2.84
419xETfTSNavdLazzGukKM,Shivers,1,23,False,K3YN0T3,47,1987,hypertechno,5vsujZq3i2najInIZEZwvc,Shivers,2024-07-05,1,single,2.48
3x75aqPUfrKUDPUdTzC65Q,Secrets,1,0,False,Hypermorph,43,5109,hypertechno,6jy0Xahfbm6te4JIdWfp2f,Secrets,2024-07-04,1,single,2.38
22DH8NChecsgPxDjA4pqer,Tough,1,70,False,Quavo,76,8079123,,58XIBpQOAw7E2qCL1jxWCd,Tough,2024-07-03,1,single,3.14
1blLiE48uAhJAebV9dnODK,good2u,1,40,False,GOVAN,34,1434,,5yLG3wASrjcHpmZxwMhxv6,good2u,2024-06-28,1,single,2.33
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,1,74,True,LISA,75,13266900,k-pop,7wIIhHPyaxAHRvdNQQO2G9,Rockstar,2024-06-27,5,single,2.3
4fqdWNsoOpyYKJTz36R3QB,Nonstop,1,37,False,Besomage,50,12471,,3HUHRwnu0vkDe7o35dMUwx,Nonstop,2024-06-13,1,single,2.06
5xR8ngEQmlQ1U2xSE0KzTo,BMXXing,1,50,True,mgk,78,5642365,,5cH3Lzm6kYM7sxkpDprzkd,BMXXing,2024-06-07,1,single,2.59
3gdnWtiFFdsjIPYkr2X31v,Strangers,1,39,False,CADDY,38,958,,154WjYdf0GgUUgCBY2nC00,Strangers,2024-05-03,3,single,2.87
636XiaUCYflWzSgLrpC2A5,Feather,1,40,True,CADDY,38,966,,0iSp9yL73DZzqbRNVkngBL,Feather,2024-04-12,2,single,3.01
5LOTtadWBsGDLMQMC0tl2z,Life,1,64,False,ConKi,61,26106,,0oYAj0vHOnfEoigrvjlxa9,Life,2024-04-08,1,single,2.16
3tAzBlgsnYvFPVmiGvWRcZ,Winter,3,37,False,RIELL,52,78423,,3e7BUPeIT7n2CSKbTJ2cks,Winter,2024-04-05,7,album,3.06
0ve0CavjqrUqVmZ605RhTV,Jump,1,63,False,Tyla,77,3505794,afrobeats,4xbpCWaXMdAaDvEKAi02PX,Jump,2024-03-20,1,single,2.45
33mt9ZU8N1EwPa1VIqfxnV,Fetish,1,27,False,Emilio,41,2292,hypertechno,32Kt0YhjSGBK8gGGkKjgyu,Fetish,2024-03-08,1,single,2.84
42TE25QlSmpwnxdhTspUbn,Symphony,1,23,False,ILURO,41,8658,,3nPlHbYyFUgki1BxMflLOp,Symphony,2024-02-23,1,single,2.2
56FJytSOFacrwLOYdvg7V7,Sorry,1,0,False,Sandëro,44,5733,,4mUJPXHMEhJWkAY1c24LBq,Sorry,2024-02-23,1,single,2.67
1bjeWoagtHmUKputLVyDxQ,Saturn,1,77,False,SZA,87,33043825,r&b,1fmBMCSSkSlvxyoy1vut2k,Saturn,2024-02-22,5,single,3.1
0vk4PPSvobFbKhnAPro0ju,Carsick,1,36,True,K.Flay,61,644963,,3TynRnLMuOcoFJf88r5qio,Carsick,2024-01-11,1,single,2.74
05EatbIhTjuB6QjSTputWB,Animals,1,25,False,Johnning,51,43179,,54rFZngSvJhdJ5lGo4mSdE,Animals,2023-12-15,1,single,3.03
4Q2IUQo8YuoCqiRrDazKK4,Water,1,65,False,Tyla,77,3509163,afrobeats,2GyIYK9C2K870xKjo5HI9D,Water,2023-11-15,1,single,3.19
1hWsTtpwrPGLqI8cDX3sWr,Stay,1,46,False,MarchY,37,794,,0LPSySmrxlYS3sViv9Ljed,Stay,2023-10-26,1,single,2.67
3VDscoFlf37ByuqWBPt0j6,DIZZYNUMB,1,24,False,NEVE,25,19649,,7e9KQMkQtaMUMwMCX5U4Xv,DIZZYNUMB,2023-10-20,1,single,2.6
59NraMJsLaMCVtwXTSia8i,Prada,1,80,True,cassö,64,91131,hypertechno,5MU0RmBSpoSxOPYBfcobDc,Prada,2023-08-11,1,single,2.2
5aIVCx5tnk0ntmdiinnYvw,Water,1,82,False,Tyla,77,3505794,afrobeats,22sXXkKgjEuawIFL1e1tRw,Water,2023-07-28,1,single,3.33
6XbtvPmIpyCbjuT0e8cQtp,Columbia,1,23,False,Quevedo,82,6416353,,07kam1Dks7GIucbSelfvyX,Columbia,2023-07-07,1,single,3.1
1WZbJ0oi3g5YLBNY44PZnk,Faded,1,21,False,Fransii,21,488,nightcore,1XVPXHVy3m0WKfwihW3bV5,Faded,2023-06-23,1,single,2.37
5CKYzhLLkBckGiNjE5DGj9,High,1,26,False,ILURO,42,8656,,4HSpsmFE2ODfPnEEcIhqwy,High,2023-06-09,1,single,2.67
0rMuFOja3DhVSuXQeae25C,Sleep,1,58,False,ConKi,61,26106,,49rPIZxBEwNFxZSdhcjiMr,Sleep,2023-06-01,1,single,2.97
3zoL4UuuYftHC3Y6p9b1pi,Flowers,1,0,False,Besomage,50,12555,,0xBscHpR8cx44lUwRAsftQ,Flowers,2023-05-26,1,single,3.33
2wSqyrYBIUT4GHEq82a7p7,Bubbly,1,49,False,ConKi,61,26114,,34wl04yj9vtN7FSlDMCzv1,Bubbly,2023-05-11,1,single,2.05
0W2Qjv8DW7km6LHtiqNNub,Headache,1,46,False,Asal,59,135959,,64quoSDYu7sZEXuMyXPIqQ,Headache,2023-04-27,1,single,3.06
609E1JCInJncactoMmkDon,BESO,1,75,False,ROSALÍA,77,8585717,latin,50uChhk7AKkzDKytDixjYW,RR,2023-03-24,3,single,3.24
1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,1,80,False,Loreen,65,1194065,europop,0LRTS7FyYLppkDLOZT02Xp,Tattoo,2023-02-25,1,single,3.05
3Ea8cCWHFBWy8XaDRO7fK7,2002,1,45,False,davvn,36,32943,,1zAVgTm4FHv0QYhrgtqHBy,2002,2023-02-03,1,single,3.1
6kajsvd2uhLyAcaz9ai1e4,Euphoria,1,23,False,Ericovich,41,11036,nightcore,3YzcIlOPKOHM1Zh6zjfbQ7,Euphoria,2023-01-27,1,single,2.07
2SiAcexM2p1yX6joESbehd,LLYLM,1,62,False,ROSALÍA,77,8605316,latin,44mKxp7RB6x5O19VWqEXEm,LLYLM,2023-01-27,1,single,2.9
0eJmsdfbAOM1KD0w50EhlD,SUPERMODEL,16,67,False,Måneskin,76,10636129,,2KUaR4K36tSliwAoUA1gcs,RUSH!,2023-01-20,17,album,2.46
7vuqyEt5hBBxSuakZBZLiK,Ghost,1,55,False,ConKi,61,26095,,7v4TdbrbAnwBEsyPCQpYnL,Ghost,2023-01-12,1,single,3.07
3r8RuvgbX9s7ammBn07D3W,Ditto,1,79,False,NewJeans,77,11611877,k-pop,7bnqo1fdJU9nSfXQd3bSMe,Ditto,2022-12-19,1,single,3.09
2wSTnntOPRi7aQneobFtU4,Shirt,19,68,True,SZA,87,33029522,r&b,07w0rG5TETcyihsEIZR3qG,SOS,2022-12-09,23,album,3.03
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,8,85,True,SZA,87,33029522,r&b,07w0rG5TETcyihsEIZR3qG,SOS,2022-12-09,23,album,3.36
6RQ5IwG7uADz9LDWliJGjU,Special,16,67,True,SZA,87,33043825,r&b,07w0rG5TETcyihsEIZR3qG,SOS,2022-12-09,23,album,2.64
2VOZniNxFIDl8ydLltrMNb,Escapism.,1,74,True,RAYE,81,2857629,,4parxQfGC25WtlVVAm5S9q,Escapism.,2022-12-07,4,single,4.53
34ZAzO78a5DAVNrYIGWcPm,Shirt,1,62,True,SZA,87,33029522,r&b,6Kqm5aSp69hTaOHTx38hsD,Shirt,2022-10-28,1,single,3.03
0vbp3qthXlRVsLXTbPrkX1,Gladiator,1,62,False,Jann,50,211032,,64PdJips9zx6e7Qev1Np01,Gladiator,2022-10-14,1,single,3.52
4bCPIiB3tV9oPW2NUXVeh2,Enemies,1,25,False,Ericovich,41,11026,nightcore,5d5gdCeJbaJyBijHdsrZbL,Enemies,2022-09-16,1,single,2.19
5UVuNesgreHU8rfS3Rc00q,Altyn,1,0,True,framed,42,84255,,6C6Rv6NFyonYWOv3X0LdGF,Altyn,2022-08-09,1,single,1.69
1w7cgGZR86yWz1pA2puVJD,HEATED,11,66,True,Beyoncé,84,41172203,,6FJxoadUE4JNVwWHghBwnb,RENAISSANCE,2022-07-29,16,album,4.34
1LCm0lFnEsxR2oPqyHLGX9,THIQUE,12,60,True,Beyoncé,84,41180800,,6FJxoadUE4JNVwWHghBwnb,RENAISSANCE,2022-07-29,16,album,4.07
4DByEumlGTZKSzuVEZ35eo,PURE/HONEY,15,64,True,Beyoncé,84,41180800,,6FJxoadUE4JNVwWHghBwnb,RENAISSANCE,2022-07-29,16,album,4.8
0mKGwFMHzTprtS2vpR3b6s,COZY,2,64,True,Beyoncé,84,41172203,,6FJxoadUE4JNVwWHghBwnb,RENAISSANCE,2022-07-29,16,album,3.5
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,1,72,True,ROSALÍA,77,8597160,latin,5omNd3Mkij9C3ZeW19rRmv,DESPECHÁ,2022-07-28,1,single,2.61
10xV5l9nhLvFpR8mqzs0bL,Numb,1,70,False,Marshmello,80,34476607,edm,3SBeYxkc3Ce7lanK0f3epk,Numb,2022-06-10,1,single,2.59
4jv496BJYJpMijIavxxTqJ,P.A.I.N.,1,0,True,Vida,30,21839,,4kdVekcWJHpdLrVuftXQIV,P.A.I.N.,2022-03-25,1,single,1.29
5QGhOS4dpiSdcwuqnWzpxE,LOOKATME,1,54,False,Jann,50,211032,,05sLsId1SGFrPDJFf09rrS,Power,2022-03-25,5,single,3.03
70AYiGbc4mWZGEqiipBBDb,CANDY,2,64,False,ROSALÍA,77,8597160,latin,6jbtHi5R0jMXoliU2OS0lo,MOTOMAMI,2022-03-18,16,album,3.22
1U38o4k2hNJ4m26BMZRPEi,Monster,1,22,False,ILURO,42,8656,,1R6rQ0KEPpwh1nipYBJHIt,Monster,2022-02-18,1,single,2.65
58rSMgjsjINUMUzHCyPYts,Ocean,1,54,False,ConKi,61,26095,,2Yc0eyztM2jUtAgmB793eI,Ocean,2022-02-10,1,single,2.58
0BrEYBgoQkDtIPdzV70GOP,Hunger,1,0,False,ConKi,61,26095,,7gPS8inApFkprD1D1lhOep,Hunger,2021-11-25,1,single,2.87
78SCmQ8A7KQSMdkem2SwBP,MAMMAMIA,1,62,True,Måneskin,76,10636129,,7lVXNBav3Z8oA4jGk62Gme,MAMMAMIA,2021-10-08,1,single,3.11
39limMlZ5B25XM1FhNqa02,Flux,1,31,False,Poppy,66,1686734,,2rnbGp9o1lJ0T77RBU1bCC,Flux,2021-09-24,9,album,5.01
45OX2jjEw1l7lOFJfDP9fv,MONEY,2,69,False,LISA,75,13266900,k-pop,4ASxFYWyk2216OloHoaSh8,LALISA,2021-09-10,2,single,2.8
4fouWK6XVHhzl78KzQ1UjL,abcdefu,1,72,True,GAYLE,58,668804,,6tUQPKlpR4x1gjrXTtOImI,abcdefu,2021-08-13,1,single,2.81
2cc8Sw1OnCuA5bV8nqWqpE,You,1,69,True,Regard,63,286728,,6cWawCk4DohREQA42eEOe1,You,2021-04-16,1,single,3.88
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,1,78,False,Majestic,61,99150,,6PzYuR9c0CYCPJTnqylPhd,Rasputin,2021-02-26,1,single,3.1
2g1KggY9PKvsoEAOaiz4xx,Daisy,1,67,True,Ashnikko,71,2613864,,438ToDoVaJH5aTIXXrlDyI,DEMIDEVIL,2021-01-15,10,album,2.44
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,8,79,False,BTS,85,81189603,k-pop,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,8,album,3.31
1dLXLETYiZohIZWnse4ypG,Better,1,49,False,ZAYN,77,24108798,,7MkNlHw0O8KKr3yJ3RtgVW,Better,2020-09-25,1,single,2.9
5F1ZmucV0uJY14y2dYKePa,Sanctuary,8,1,False,Joji,80,10638942,,6YKk4wlKdACRITGKmGnoIm,Nectar,2020-09-24,18,album,3.0
0v1x6rN6JHRapa03JElljE,Dynamite,1,2,False,BTS,85,81189603,k-pop,3zWmE5c3alhuoPLphxjMVd,Dynamite,2020-08-21,2,single,3.31
5vGLcdRuSbUhD8ScwsGSdA,Whoopty,1,63,True,CJ,58,277520,dembow,5oBYG6dEI2Er6EeLnmonGE,Whoopty,2020-08-20,1,single,2.05
5FdE9hALukJ6ivdFXbCGEj,supermarket,1,0,True,carwash,44,99448,,1I00sBmH4cpFAbEPr33t1S,supermarket,2020-02-13,1,single,2.42
1LnKH18FenrRMcNnEKDgv1,Guetto,1,14,False,MONYQ,4,41,,3HVaVYiqJKZeHyd8ZHRqoq,Guetto,2020-01-06,1,single,6.74
1aXV8GrmQLvgoFtBPERP7E,Jealous,1,77,False,Eyedress,69,2740985,,4keJsdw9XhEvimhIgXmtO1,Jealous,2019-12-06,3,single,2.03
2g0Bmi3kYEntusDP6xlAGZ,striptease,1,0,True,carwash,44,99448,,6NhhRbU9p26mbn5byjZ34h,striptease,2019-11-05,1,single,2.67
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,3,73,True,DaBaby,77,12954295,,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,13,album,2.66
